Spin_Speed_rpm,Spin_Time_s,Viscosity_cP,Surface_Tension_mN_m,Concentration_wt_pct,Volume_Deposited_uL,Annealing_Temp_C,Annealing_Time_min,Number_of_Layers,Film_Thickness_nm
604.5,111.0,19.54,31.26,6.98,90.0,249.3,16.5,10,404.92
2300.3,38.1,30.75,21.15,10.91,56.1,197.5,78.8,5,288.45
4438.0,59.3,24.51,21.62,10.31,54.5,386.1,82.7,5,94.43
3246.0,84.7,12.5,37.17,4.04,94.8,558.3,26.0,4,14.98
2497.7,62.0,12.83,38.18,5.25,94.0,290.1,70.8,3,37.5
4711.7,37.5,23.53,32.81,8.42,99.7,510.1,36.8,4,38.26
4342.9,22.9,33.24,46.75,12.15,24.1,226.1,11.8,2,83.43
1950.0,60.7,18.38,39.41,7.47,10.3,485.5,105.4,4,49.67
2950.5,84.9,8.55,22.96,4.19,49.4,400.7,64.1,3,14.98
2704.2,77.4,31.92,33.92,14.91,76.0,228.8,96.0,1,62.27
3344.9,35.6,10.8,24.08,2.62,16.6,473.1,89.5,4,10.79
2003.5,65.1,31.67,22.52,14.38,43.6,471.2,119.3,1,34.28
1598.9,56.9,31.47,28.33,12.33,62.3,381.9,58.2,2,80.96
4607.0,47.4,33.64,48.02,12.74,29.1,251.5,57.0,8,317.75
4657.4,92.9,28.39,47.84,12.13,75.8,209.5,41.0,1,38.24
4295.0,51.0,10.5,54.46,3.91,30.7,580.8,78.8,4,10.5
4901.9,74.0,27.67,50.26,9.86,85.7,445.1,63.5,7,92.91
3852.5,112.3,26.24,41.42,11.59,41.3,514.2,90.2,1,15.78
3941.0,73.9,25.58,32.5,11.44,63.9,463.6,49.2,8,137.44
3931.7,81.7,12.34,20.23,4.8,59.0,523.3,24.4,1,4.68
2662.7,27.3,13.97,45.89,3.54,36.7,223.1,104.9,1,10.54
2554.0,37.8,19.7,31.59,5.59,49.5,373.6,101.1,2,24.75
1581.0,30.1,19.45,30.0,7.72,86.1,450.2,48.6,9,147.02
3401.7,96.5,20.64,58.99,9.03,59.4,196.5,85.9,1,33.82
1801.9,103.6,34.44,26.97,12.72,15.0,217.5,64.2,1,77.89
1660.1,38.6,24.06,21.3,11.77,74.2,435.3,93.7,10,271.84
3136.8,41.9,26.81,57.98,10.47,26.4,540.9,52.9,7,104.78
2344.9,52.3,12.65,32.24,4.69,53.7,447.2,68.9,6,39.79
1484.9,79.1,23.6,35.74,7.7,52.2,166.3,16.4,1,43.14
4172.3,82.2,19.29,23.24,5.7,53.8,586.7,29.2,4,24.44
4372.6,88.7,9.04,36.16,4.29,12.8,212.8,96.0,6,48.96
1254.6,110.5,5.13,58.89,1.14,34.5,254.7,52.0,6,16.87
533.8,49.5,13.52,47.76,5.75,14.6,588.7,13.9,6,92.84
2012.6,85.9,11.67,38.95,4.59,47.3,497.0,28.4,2,12.62
4088.8,76.0,24.57,32.3,9.01,65.9,571.5,55.3,10,96.63
4276.3,50.6,5.3,34.64,1.87,68.9,513.0,89.0,8,8.31
1122.5,110.7,13.59,44.45,4.79,15.8,443.3,50.0,3,30.06
3984.5,29.5,8.61,30.18,1.63,20.7,278.0,92.0,10,25.34
1020.7,91.2,29.5,26.08,9.98,69.5,297.1,104.4,4,208.44
2255.3,92.8,23.46,47.85,8.95,57.8,576.3,47.5,2,24.76
4993.7,111.5,15.52,54.78,5.72,85.0,537.3,98.0,9,43.73
1366.7,71.9,5.72,56.06,3.06,28.5,311.8,24.0,2,12.23
1192.8,52.2,39.9,53.66,14.41,20.8,318.0,55.7,1,73.29
2402.6,102.8,24.6,41.22,9.18,42.6,284.0,20.7,7,206.96
3288.5,97.1,26.58,51.55,10.51,67.3,296.8,15.8,3,88.58
4698.1,70.0,21.66,57.05,8.44,53.7,537.3,17.1,2,21.03
4913.7,96.8,31.35,20.93,12.29,18.9,154.7,21.5,2,89.32
813.4,46.8,35.48,36.48,13.55,16.4,346.2,101.9,2,145.23
1121.0,79.0,19.31,28.17,6.36,71.0,574.3,69.8,10,108.44
4058.3,106.5,31.35,59.87,10.66,36.7,394.2,114.2,7,156.32
1717.8,51.8,12.43,57.18,4.22,70.3,352.7,69.2,9,87.43
4481.8,68.4,30.55,52.09,10.13,36.5,290.6,79.2,7,184.7
3485.5,115.1,20.33,31.84,6.59,38.3,183.3,30.3,6,146.11
1003.3,99.8,4.34,58.08,1.09,28.9,251.0,69.5,3,8.09
4246.4,108.7,30.07,21.17,14.38,98.5,190.7,52.4,10,554.48
1293.6,58.5,32.52,27.52,13.16,11.4,207.0,112.5,9,804.8
2405.7,119.7,18.34,44.67,5.07,21.5,223.6,112.7,6,117.35
2984.8,35.3,34.1,51.72,14.97,85.3,285.9,31.8,2,107.35
2753.4,71.9,14.76,55.35,5.44,22.4,155.0,78.2,8,169.78
3587.7,67.9,19.57,32.02,7.42,35.3,577.6,80.2,4,26.22
3437.1,99.8,34.54,35.63,12.92,33.7,205.7,71.9,3,179.99
4964.2,110.9,12.94,38.19,5.26,72.7,322.4,23.7,8,64.98
4997.4,93.1,16.2,21.08,7.31,47.0,545.8,81.9,9,55.25
2824.1,82.7,27.44,54.56,10.32,85.7,198.0,97.9,7,325.32
928.4,62.7,6.27,33.52,2.83,77.3,367.6,48.0,1,5.91
3775.3,71.0,12.39,27.97,6.91,57.8,530.2,66.6,7,41.37
4895.0,70.9,19.78,36.37,5.33,32.4,400.6,22.8,10,89.26
1932.5,22.0,28.87,48.42,10.47,81.3,244.7,112.4,7,339.16
2575.4,70.3,14.33,54.84,2.9,87.9,481.0,22.0,3,11.89
2411.5,105.6,14.42,28.62,4.26,85.3,456.6,32.9,7,45.22
731.4,90.9,29.25,26.9,10.96,14.7,313.0,42.8,3,193.82
3525.2,99.6,10.44,57.75,3.19,72.8,170.8,100.8,9,83.19
2090.0,59.0,17.33,42.04,6.91,73.4,153.5,87.1,9,279.56
4043.6,72.9,28.79,34.63,10.98,94.9,521.4,10.8,6,103.05
4244.5,23.3,27.29,27.97,11.72,33.7,294.7,30.2,2,60.15
4195.5,58.3,4.15,59.81,2.33,80.8,212.0,92.5,5,16.89
2375.0,67.4,30.74,48.77,12.93,72.0,383.3,54.4,2,73.93
1947.0,45.5,31.49,28.72,11.14,89.1,564.4,12.9,8,212.93
3869.7,23.1,11.53,23.65,5.75,72.4,153.8,116.0,7,119.28
4106.3,89.0,25.24,27.97,11.69,86.7,175.3,26.6,3,122.75
2710.7,63.5,29.53,29.91,11.2,42.4,337.7,66.2,9,308.43
4518.6,61.6,22.4,24.44,9.41,24.2,454.2,37.3,8,98.49
1147.6,45.0,23.74,29.19,8.82,42.7,364.2,91.1,10,298.32
4455.8,73.8,30.93,24.67,11.29,83.4,553.9,95.4,3,39.97
932.4,63.8,37.86,35.11,14.99,21.8,169.8,53.7,2,297.56
1190.9,67.4,21.03,39.45,9.1,67.4,303.1,82.4,5,200.7
2902.3,78.1,34.19,38.21,12.32,98.9,308.1,110.0,3,119.88
803.8,20.6,30.49,53.17,11.42,90.6,303.1,99.6,8,600.93
737.6,110.8,31.94,30.16,12.98,70.4,369.5,55.6,5,354.01
502.3,27.1,34.97,55.48,14.36,81.3,505.8,58.6,7,435.94
2463.4,65.1,11.64,56.32,3.7,20.5,293.0,107.6,2,16.91
3985.8,40.7,8.69,58.39,3.32,54.9,485.0,13.8,1,3.16
656.8,72.4,18.29,27.24,9.21,57.9,215.9,12.5,10,556.58
3435.2,48.0,21.02,29.83,7.29,80.4,402.3,32.6,5,64.99
4204.1,106.0,24.75,44.95,8.99,35.4,318.8,101.0,2,42.16
1256.0,59.6,23.09,25.64,12.17,19.6,392.6,26.9,9,349.25
1160.9,83.9,35.83,23.42,14.04,72.8,198.5,41.4,2,198.93
4373.6,44.9,23.01,22.95,6.84,54.3,579.1,79.2,10,63.68
4204.1,21.9,24.03,44.25,11.05,85.8,557.8,30.3,4,54.29
2925.2,60.4,10.42,52.19,3.76,53.3,521.9,43.3,5,19.16
4186.4,73.6,20.97,30.36,8.48,86.2,551.8,61.4,3,26.28
917.4,66.0,9.98,57.34,1.31,55.7,216.0,35.1,1,5.76
2275.2,116.2,23.88,51.68,8.05,80.4,376.7,119.2,5,106.56
3820.1,90.7,19.22,23.1,8.63,74.9,293.1,28.0,4,78.18
1658.5,119.6,29.01,36.29,11.3,33.9,549.3,103.5,5,91.19
3885.5,49.5,32.12,22.72,10.09,37.8,235.2,61.7,5,191.71
2768.8,98.9,13.97,56.61,6.02,90.9,249.0,24.2,7,102.59
3876.2,75.6,4.45,49.71,1.08,30.8,459.0,23.0,1,3.0
2591.1,81.2,9.56,47.46,2.62,72.8,190.0,65.0,4,27.7
2155.6,118.6,33.8,47.31,14.62,23.1,479.6,48.9,9,335.74
1486.4,85.4,39.29,31.41,13.91,78.0,270.7,35.8,10,793.69
1437.7,109.9,13.35,57.34,5.55,30.1,447.4,115.5,6,58.66
3881.7,92.6,8.47,56.91,4.62,63.5,542.9,61.0,4,12.19
1035.1,32.7,16.78,49.58,7.11,60.8,424.3,112.2,5,94.54
886.9,89.9,28.48,38.76,10.66,28.3,245.7,28.0,8,573.75
1293.3,68.4,13.4,21.88,6.0,54.2,172.1,30.2,4,113.98
1289.1,111.9,7.37,21.13,1.94,89.1,170.1,75.6,10,69.65
4204.0,100.7,18.96,25.53,6.64,71.2,190.0,39.7,1,20.19
2293.3,30.4,9.06,43.83,4.65,99.3,410.9,30.3,7,45.13
4956.7,33.4,13.07,51.92,5.55,80.6,306.7,20.4,6,54.52
1117.5,27.0,10.59,57.94,3.28,67.9,259.4,18.4,5,55.02
3440.9,69.3,27.62,27.01,10.22,60.7,248.7,92.8,5,168.45
2519.3,28.1,19.64,31.02,8.37,94.4,576.9,41.0,2,21.55
2268.1,92.4,13.48,22.16,4.79,57.4,203.5,117.6,4,67.63
4437.9,75.2,21.28,59.56,8.75,46.2,287.2,30.1,4,76.76
4890.2,103.6,22.35,51.24,7.9,85.1,362.2,49.0,7,100.66
4427.9,48.0,31.49,39.23,12.14,94.6,150.2,51.2,6,328.65
1365.4,71.9,33.96,43.02,14.38,53.1,564.4,65.0,5,163.09
1493.6,31.7,9.94,42.49,2.83,22.4,194.6,105.8,6,66.3
3452.3,108.5,31.52,30.17,13.37,64.8,457.1,101.8,6,141.87
1800.9,37.5,28.37,27.42,10.87,76.7,433.0,11.1,1,28.15
3806.3,30.2,28.01,31.88,10.7,43.6,514.1,55.0,9,134.59
3048.9,40.5,23.47,29.89,6.24,77.3,443.1,101.1,9,98.32
2979.1,100.6,14.37,42.3,5.81,57.8,496.2,10.0,4,32.48
4228.5,30.6,4.06,32.33,1.08,37.1,339.6,68.7,8,6.35
3697.4,81.4,33.99,49.16,14.75,66.7,369.9,38.5,4,148.76
619.6,94.6,20.73,42.72,9.49,45.0,465.7,55.4,1,31.01
722.6,95.1,15.89,41.29,6.63,80.8,405.8,56.2,9,206.69
3207.0,39.0,23.8,58.05,8.61,10.3,380.2,53.1,3,59.23
2687.9,26.2,7.82,32.9,1.57,83.6,242.5,108.1,4,13.08
1670.8,64.9,10.78,45.41,3.43,37.6,266.1,69.0,6,60.4
2384.0,40.2,23.48,20.0,9.73,96.4,311.3,109.4,5,149.23
3910.6,89.9,19.38,49.48,8.2,78.3,154.2,89.9,3,94.05
4219.8,55.7,26.89,40.1,12.02,31.7,337.8,48.6,9,243.57
3025.5,64.9,23.84,28.34,10.22,98.1,151.2,64.3,4,185.79
2234.2,31.3,19.78,20.06,9.42,55.0,404.3,52.9,6,115.42
1718.1,76.8,34.63,48.28,12.41,57.1,466.8,101.1,7,240.96
2848.6,38.6,12.01,46.51,1.96,91.9,403.0,30.6,10,30.18
1916.4,87.9,20.74,46.62,10.67,92.7,462.1,113.0,5,106.04
3038.4,27.1,28.21,37.5,11.02,72.7,150.0,73.8,5,288.05
3544.9,117.6,13.98,45.57,4.85,98.1,176.7,77.3,10,155.49
797.4,88.5,11.23,42.85,3.74,39.6,464.3,66.8,5,39.36
504.8,38.2,9.41,29.56,3.99,30.9,511.3,71.0,3,26.11
1455.2,21.4,13.75,40.75,3.77,12.6,473.0,83.4,1,6.71
4525.3,53.4,22.4,40.58,8.33,41.2,448.4,82.1,4,48.41
3408.3,35.3,11.77,52.94,2.9,64.2,468.3,33.6,2,7.47
1273.8,41.8,23.32,37.34,10.23,37.5,482.8,74.1,4,98.22
4506.2,107.3,3.53,37.44,2.47,62.2,476.0,49.0,6,7.35
2614.8,80.3,6.47,59.38,1.38,14.4,482.1,80.1,6,6.7
2642.4,37.6,11.69,55.78,5.47,41.9,183.3,70.3,2,32.91
4709.9,75.7,13.64,29.69,3.69,77.3,178.5,29.8,5,43.0
767.7,45.6,29.76,56.41,14.84,19.4,312.5,90.8,5,383.38
1468.3,117.6,12.65,25.52,5.24,74.3,387.4,60.3,1,11.24
3136.0,23.3,9.6,54.14,4.11,78.7,493.2,70.7,3,11.91
1379.7,93.2,9.64,27.33,3.75,61.2,300.6,84.0,8,80.49
3557.9,97.3,17.12,37.02,6.23,89.7,273.8,81.8,1,14.93
1463.4,26.7,25.0,59.36,9.48,95.9,501.7,92.4,4,73.5
946.2,37.2,31.4,23.88,11.95,13.1,262.2,32.7,5,401.81
1431.4,58.4,18.3,53.59,6.1,71.1,519.4,22.1,2,25.22
2402.3,106.8,23.94,39.79,9.76,31.3,229.7,83.6,7,277.51
1292.6,73.7,26.15,24.44,7.75,46.7,311.8,36.0,8,237.6
1106.1,85.5,35.72,58.1,12.85,66.1,330.5,22.6,4,256.44
4371.3,98.3,21.69,41.97,8.97,74.1,284.8,24.4,3,62.7
1941.8,102.8,13.22,55.23,5.06,85.6,151.5,44.4,8,170.08
2123.4,67.6,25.96,54.76,10.85,73.5,256.0,119.1,3,135.97
748.7,70.9,31.8,20.59,12.48,80.0,301.9,27.3,2,164.66
2108.2,91.8,16.37,30.59,7.52,63.9,291.1,42.8,1,21.65
1691.6,46.3,33.72,33.48,14.82,20.5,503.5,111.3,1,34.38
3247.2,105.4,26.1,41.39,13.31,11.9,171.3,116.0,9,516.51
1424.3,22.1,9.45,22.87,3.76,57.7,325.0,35.2,10,83.56
4497.6,39.6,32.83,35.56,12.01,74.4,166.9,106.8,6,321.01
4683.5,100.0,23.19,52.59,9.41,19.8,568.8,25.3,10,107.31
949.2,54.0,21.23,26.93,8.49,48.6,505.6,93.8,8,165.77
983.3,35.0,21.68,48.05,8.2,33.1,592.0,11.4,5,103.17
1019.0,38.7,28.77,38.41,12.95,61.0,559.6,54.7,8,241.42
3288.1,73.1,24.05,22.83,9.55,45.1,292.1,37.2,5,132.85
1048.9,104.6,24.29,27.09,8.53,28.1,461.2,87.4,10,245.02
4335.7,27.1,6.79,25.64,1.68,10.4,287.9,11.8,9,19.21
3894.2,23.0,21.67,44.79,7.28,38.9,549.7,61.1,9,79.0
4189.1,66.5,37.33,23.49,13.71,56.5,334.8,86.6,6,210.65
2867.3,115.6,29.21,52.92,10.96,93.6,319.1,15.1,6,224.75
4985.0,47.9,3.8,52.27,1.71,30.5,561.3,108.7,2,3.0
698.8,115.9,31.73,23.2,13.38,56.1,526.5,49.7,7,320.14
2305.7,108.8,36.71,55.53,12.57,61.0,584.9,28.2,2,44.23
1957.7,48.3,22.85,58.37,8.65,68.4,179.9,34.8,6,259.24
4768.9,101.7,5.56,21.74,1.31,39.6,259.5,47.3,2,3.39
3095.9,88.6,19.83,58.01,8.87,19.0,285.4,31.8,5,116.19
4127.9,71.2,5.78,31.18,1.76,92.9,341.0,66.2,8,15.41
1266.5,62.3,16.77,46.59,5.49,95.7,362.9,79.6,4,63.87
4903.9,101.6,24.6,26.99,9.8,49.4,281.2,57.7,7,147.53
2743.9,99.3,32.14,52.7,13.78,62.3,505.7,57.0,3,76.16
2721.5,95.7,14.96,53.68,6.01,12.6,250.5,96.0,3,50.9
4869.0,119.8,35.57,59.13,13.04,14.2,463.4,43.1,2,41.78
2213.3,67.9,35.87,59.7,13.86,16.9,533.3,78.5,2,50.74
2288.9,100.7,6.58,23.03,1.29,76.5,421.7,108.2,4,5.98
3131.4,106.2,13.33,46.32,4.35,30.5,309.4,34.4,2,16.6
1076.2,41.2,23.61,30.92,10.94,26.6,234.6,78.2,9,593.37
1944.9,24.2,29.49,25.02,11.6,10.8,210.5,114.3,8,530.21
1369.4,60.5,20.14,25.95,6.49,12.1,484.9,68.3,3,45.24
964.8,105.7,24.66,57.46,10.19,46.5,361.1,117.5,9,407.91
4397.7,48.9,26.94,47.35,9.57,58.8,170.8,44.1,4,144.51
3152.0,90.0,29.76,22.02,11.36,62.1,592.7,72.1,6,82.11
2114.0,20.7,29.92,59.37,11.06,51.2,452.1,44.2,7,178.9
2339.0,55.5,7.22,52.31,2.2,51.4,529.9,10.4,8,18.01
2441.8,81.6,12.06,32.37,3.22,77.8,347.2,119.7,1,6.43
3349.2,33.0,4.18,38.83,2.86,36.1,579.9,36.4,3,4.26
4670.5,109.7,34.43,49.06,14.05,31.4,239.8,117.0,4,194.54
4697.5,35.6,35.86,47.04,13.79,86.9,233.3,81.8,6,276.42
2261.7,111.0,30.87,38.52,12.16,72.0,550.7,109.4,9,185.23
1981.7,41.6,11.35,40.5,2.63,52.9,551.3,116.4,5,13.23
2529.7,119.4,22.32,21.73,9.04,34.8,374.6,72.5,5,111.36
3055.7,80.5,8.69,40.03,3.62,22.3,206.6,120.0,1,8.28
2578.2,28.4,11.24,33.61,6.16,13.4,287.3,94.4,6,78.59
3464.4,26.5,12.08,31.4,4.74,86.7,489.4,67.6,5,25.55
2994.8,27.5,32.54,30.78,12.61,63.4,530.7,82.0,7,131.47
1943.2,79.0,11.23,45.96,3.02,14.1,306.4,31.4,9,58.45
2055.8,101.0,20.91,37.17,10.05,24.3,177.6,11.2,6,240.18
2203.7,60.3,39.51,37.03,14.77,35.2,449.6,38.2,1,41.6
925.9,64.5,23.5,26.37,10.62,33.7,482.8,57.8,9,279.65
1247.3,78.9,6.49,58.47,2.11,59.4,340.8,35.1,5,20.3
3754.0,73.3,31.83,28.96,13.71,45.9,412.4,66.5,5,134.42
2250.9,88.8,26.26,36.24,10.0,89.4,594.3,82.4,9,120.41
1465.4,67.2,19.28,27.61,7.39,74.7,260.2,82.1,6,198.55
3032.0,91.4,27.58,48.13,10.24,92.0,407.8,108.3,8,172.14
3899.9,119.7,38.14,37.45,13.31,87.7,424.9,116.3,9,253.59
1658.4,55.0,20.86,36.55,7.68,92.9,397.1,108.0,5,103.16
4220.6,21.2,19.68,55.0,8.44,98.2,541.1,78.2,10,91.38
4673.8,32.6,20.25,50.38,7.33,38.1,422.3,32.6,2,20.0
3188.3,75.4,12.47,40.8,2.02,28.9,378.6,113.8,9,26.84
3510.3,54.4,31.61,38.74,12.02,24.9,205.4,29.2,9,414.59
736.6,114.0,11.21,58.4,2.77,66.5,466.4,26.7,1,7.05
4754.8,82.7,12.22,58.26,6.52,71.3,209.4,44.9,2,27.59
2266.2,72.0,17.92,48.19,6.42,17.9,162.0,73.1,1,29.57
4657.6,99.8,12.51,50.41,4.92,83.9,369.8,85.0,3,19.43
3105.4,45.9,15.22,55.96,6.64,80.5,407.6,11.5,10,110.34
520.8,102.0,24.13,58.57,9.65,66.6,599.6,95.6,2,48.45
673.4,20.3,14.65,23.29,5.36,49.2,470.5,29.3,1,16.18
3561.9,82.0,7.98,59.89,3.42,23.8,531.9,42.6,5,12.17
3032.0,113.5,32.86,48.12,13.17,55.5,305.9,45.4,4,168.83
619.4,98.8,35.04,43.71,14.59,24.3,379.0,46.6,7,562.9
3845.6,105.4,21.17,36.53,7.42,64.4,588.4,93.6,7,47.0
4334.7,59.7,15.51,33.46,5.58,37.9,337.8,14.5,9,82.72
2733.9,102.4,6.96,52.17,1.66,32.3,513.3,31.6,5,7.65
2595.9,75.1,8.42,46.18,1.52,49.7,386.7,12.5,5,10.71
524.6,81.9,18.62,28.03,6.5,62.3,250.8,95.6,1,45.47
4039.9,25.9,34.24,44.4,14.02,43.1,411.2,118.2,10,278.53
1988.2,40.2,21.57,25.65,11.23,96.7,248.1,82.6,3,145.58
4454.4,75.1,17.09,39.87,5.89,10.5,151.4,74.9,6,106.89
2178.8,25.9,32.74,43.34,14.55,92.2,256.2,109.9,9,581.02
3042.9,94.1,17.85,45.43,7.0,10.1,236.9,38.0,7,143.91
1716.5,104.0,14.33,25.81,4.88,29.5,316.9,17.3,7,88.69
1222.6,112.0,22.03,23.82,6.97,99.7,549.9,66.1,2,27.15
3987.1,30.2,16.64,30.35,3.96,75.5,324.5,38.6,8,59.55
2734.7,114.0,30.05,44.28,13.4,68.0,530.3,59.6,2,43.33
2914.2,26.8,11.98,57.27,6.06,75.3,400.0,60.2,7,62.77
4844.4,67.4,26.46,51.16,10.21,46.7,153.4,45.1,6,228.63
4836.1,104.0,17.55,49.83,6.45,80.6,234.9,63.5,5,71.91
4350.4,27.0,29.73,33.21,13.62,23.9,569.1,51.8,8,125.68
1344.2,21.8,24.93,24.47,9.99,81.5,421.9,22.4,8,222.55
3174.2,22.5,21.81,55.68,7.84,94.6,568.3,105.3,3,24.09
4451.7,71.1,4.86,40.03,2.85,87.2,289.6,87.1,4,12.81
2185.1,101.2,30.36,24.02,13.63,76.6,472.5,14.5,5,174.31
955.0,32.7,19.98,41.4,8.66,68.6,497.4,22.7,2,52.23
4149.3,32.5,12.84,47.02,4.99,56.9,589.1,20.6,4,16.89
2667.9,76.9,34.65,32.8,13.29,45.6,158.2,16.8,1,65.87
3039.8,43.4,5.07,20.37,1.76,87.9,578.5,16.5,5,6.07
4919.6,93.0,14.58,44.86,5.4,68.3,326.2,27.3,3,27.83
3232.5,115.0,28.32,21.6,8.52,49.1,527.1,103.3,3,37.92
2412.4,96.6,12.37,37.31,5.76,80.6,395.1,101.1,9,81.37
2164.9,107.7,17.69,52.99,7.67,14.9,404.1,96.1,2,30.91
2379.3,72.0,14.85,59.95,4.7,83.2,311.7,77.6,2,23.79
1032.8,103.2,11.45,34.81,2.82,83.0,522.8,89.6,4,18.71
4076.4,38.3,6.73,20.81,1.52,30.6,268.8,91.2,1,3.0
4269.7,26.8,14.8,39.72,3.21,13.4,371.5,107.8,9,41.65
1779.8,85.6,35.94,31.05,14.34,74.2,402.1,90.6,10,474.21
1867.1,25.2,16.9,55.71,9.06,28.0,484.1,91.0,9,138.98
4434.5,109.2,20.34,48.46,7.85,99.6,362.2,98.4,8,104.91
607.9,89.2,14.96,36.17,6.38,10.8,456.1,71.2,2,40.6
2842.1,115.2,31.26,50.48,10.92,30.7,368.4,33.4,6,184.56
2586.5,51.4,11.74,33.65,2.98,13.8,446.7,19.3,1,4.11
3605.6,68.6,8.42,40.87,4.87,80.4,453.4,56.1,4,19.13
1235.3,94.2,29.47,56.91,10.18,62.1,469.2,20.1,5,164.87
3507.5,44.3,22.54,28.01,7.71,86.4,520.5,28.6,7,77.57
2195.3,74.2,28.12,32.52,11.78,96.6,393.3,12.6,3,105.51
3284.2,85.9,32.95,55.42,13.56,64.9,237.0,43.0,3,156.96
680.4,117.9,34.99,38.48,12.53,30.9,455.8,116.7,9,486.73
2577.8,94.5,4.32,32.72,3.58,18.3,184.7,51.7,3,17.65
2850.1,31.8,8.58,21.49,2.28,88.0,248.5,36.5,5,24.32
1464.5,67.5,13.04,36.76,3.37,32.1,506.5,54.4,3,16.6
1128.3,78.9,29.26,40.02,11.97,90.4,345.8,43.1,9,506.73
1348.1,34.7,35.67,36.25,13.79,89.0,374.1,84.1,6,319.25
2048.6,63.2,34.41,31.1,13.96,66.5,594.3,79.8,2,45.59
935.6,48.4,11.55,34.77,5.18,64.4,255.8,13.0,2,41.24
4762.9,31.9,28.93,45.7,12.76,95.6,158.8,66.2,10,493.84
2322.5,71.2,23.7,55.65,8.51,78.0,200.1,14.0,10,359.94
4140.4,36.6,28.89,45.99,12.52,71.5,260.0,84.5,8,314.08
4884.9,79.1,17.38,45.85,8.68,49.2,476.7,112.9,1,8.26
863.3,37.0,9.36,52.67,3.04,53.6,499.1,109.8,8,42.17
3432.5,92.4,5.31,26.61,2.11,45.0,404.5,32.6,7,12.9
4421.3,39.5,31.53,32.04,14.4,95.2,264.8,91.7,10,402.91
3354.1,109.6,18.23,22.02,6.96,67.4,384.8,97.2,5,62.62
2430.6,22.6,17.89,33.99,5.91,80.2,156.7,105.1,5,133.13
2439.8,72.2,15.83,59.95,5.99,13.3,456.8,38.6,7,71.35
661.5,52.0,13.3,33.17,6.31,86.7,426.4,59.6,2,38.07
2905.7,42.5,36.17,54.39,14.23,47.6,159.8,34.4,8,639.7
4970.9,67.2,9.42,23.43,1.88,76.3,517.7,12.7,5,7.94
4814.2,104.2,14.77,38.39,2.67,13.6,493.5,82.5,2,5.18
681.8,111.5,34.05,34.06,12.06,90.4,288.7,57.5,9,764.35
3676.1,50.3,18.97,28.06,8.69,69.4,435.9,37.3,3,39.73
1857.9,35.4,11.01,34.9,2.8,51.2,420.7,103.2,9,40.79
4563.5,92.0,6.18,46.05,1.48,37.3,214.4,64.5,3,7.17
703.0,78.2,8.06,39.61,4.14,38.0,237.0,119.4,5,89.76
4711.4,40.1,13.55,53.77,4.65,37.3,457.4,97.3,5,22.61
4268.6,96.0,10.51,56.2,1.2,21.8,570.1,105.6,8,5.95
1028.8,71.9,14.85,39.28,4.03,51.7,409.3,95.1,2,23.08
769.2,85.3,25.03,59.27,11.34,50.8,405.5,21.7,3,131.35
4256.2,55.9,31.89,22.88,12.98,47.1,441.0,17.2,2,50.51
1200.9,63.9,34.7,31.05,13.58,73.3,348.3,110.7,3,199.71
2907.0,38.0,11.67,36.67,6.46,47.8,174.4,25.2,5,94.67
4620.9,95.7,9.5,43.31,5.47,18.0,328.4,53.0,6,47.32
3053.5,35.7,36.96,41.84,15.0,86.7,555.1,77.1,9,212.99
2287.5,97.8,29.58,42.72,11.77,48.3,512.2,33.3,5,117.52
2502.6,99.8,16.09,55.85,8.52,69.0,567.3,34.8,5,49.63
784.0,94.7,13.67,31.1,4.57,93.7,218.8,61.3,2,51.32
4859.4,21.9,17.91,52.67,5.5,79.1,377.7,49.7,1,8.54
1897.9,47.3,20.24,42.32,8.22,58.5,413.1,84.4,8,148.03
1352.1,66.8,21.93,39.62,8.59,59.1,244.5,18.3,7,263.83
1787.2,79.6,6.45,31.98,1.19,86.5,240.4,63.8,6,15.69
4839.7,111.9,36.51,32.16,14.43,84.1,501.9,29.2,5,113.67
924.3,57.6,17.83,35.54,9.06,26.1,452.3,76.7,6,134.11
4402.9,107.5,20.56,50.54,9.25,66.4,441.2,22.8,9,118.54
3685.3,36.3,9.92,39.07,3.96,87.9,270.1,31.7,2,12.35
4235.1,57.1,26.35,26.15,11.71,82.3,378.0,98.4,5,117.97
4891.5,25.2,32.44,50.39,11.32,21.2,160.4,35.9,3,142.14
4289.7,94.2,9.27,46.54,2.33,49.2,208.5,91.1,2,9.55
4745.2,35.1,20.13,57.97,9.33,56.6,383.2,40.0,7,113.42
1071.2,45.7,24.85,41.18,10.21,33.2,289.4,35.9,8,430.68
4081.0,97.5,34.6,46.18,12.7,71.2,584.6,42.9,9,147.5
2955.5,73.5,9.0,39.17,3.89,52.9,362.2,106.9,1,5.52
2945.7,21.4,35.11,47.23,13.29,36.8,187.6,53.7,2,130.96
4545.1,20.2,23.31,37.44,7.46,40.3,158.0,36.8,6,161.74
4873.1,71.1,11.06,25.51,2.35,87.1,476.4,69.0,9,17.85
3671.8,50.5,8.24,59.47,2.48,88.0,227.2,52.4,10,48.55
2673.2,38.0,14.42,48.81,3.77,83.1,234.5,96.9,8,91.77
2553.8,81.4,11.84,44.35,4.96,92.2,340.7,118.9,10,93.05
2238.5,42.8,27.74,39.26,7.95,95.7,268.8,67.9,9,297.49
2127.2,79.2,29.13,48.46,11.48,54.3,427.5,59.7,4,111.73
